Isolation gowns,,hand sanitiser,,Isopropyl alcohol
protein bar,Surgical mask,,,Vitamin C
Zincovit,Booster vaccine,Azithromycin,Surgical mask,Vitamin D
fabric mask,,hand sanitiser,,Vitamin E
hand gloves,red wine,,Surgical mask,Vitamin B12
N95 mask,N95 mask,face shield,Surgical mask,Vitamin B6
hand sanitiser,,,,Vitamin A
Zincovit,Covishield ,Covishield ,ppe kits,Folic Acid
N95 mask,,Zincovit,,Calcium with Vitamin D
N95 mask,Azithromycin,Montera-Lx,ppe kits,Iron with Vitamin C
disinfectant,Isolation gowns,mushroom P95 mask sauce,Azithromycin,Fingertip pulse oximeter
ppe kits,red wine,,N95 mask,Handheld pulse oximeter
Fingertip pulse oximeter,hand gloves,,cottage Sinopharm ,Wrist-worn pulse oximeter
Isolation gowns,,Fingertip pulse oximeter,,Tabletop pulse oximeter
Booster vaccine,sprays,Fingertip pulse oximeter,,Pediatric pulse oximeter
Zincovit,Surgical mask,N95 mask,disinfectant bread,Earlobe pulse oximeter
Zincovit,almonds,whole wheat Digital thermometerssta,Moderna,Forehead pulse oximeter
ppe kits,Azithromycin,,face shield,Zinc with Vitamin C
Azithromycin,Azithromycin,Remdesivir (Veklury),Butyl rubber gloves,Digital thermometers
N95 mask,corn,Remdesivir (Veklury),,Infrared thermometers
Moderna ,N95 mask,disinfectant,Surgical mask,Mercury thermometers
Zincovit,Zincovit,hand sanitiser,Surgical mask,Basal thermometers
disinfectant,Fingertip pulse oximeter,Covaxin,,Ear thermometers
red wine,Azithromycin,oil,ppe kits,Disposable thermometers
Zincovit,Surgical mask,Surgical mask,N95 mask,Chemical thermometers
Montera-Lx,Surgical mask,protein bar,ketchup,Galileo thermometers
Azithromycin,Azithromycin,Digital thermometersrmesan Sinopharm ,thermometers,Bimetallic thermometers
face shield,Surgical mask,,,Resistance temperature detectors (RTDs)
N95 mask,N95 mask,hand sanitiser,hand sanitiser,Quaternary ammonium compounds
caps and hairnets,disinfectant,Chloroquine,,Chlorine dioxide
Zincovit,Montera-Lx,Surgical mask,Full-body suits,Peracetic acid
water bottle,Montera-Lx,,,Phenolic compounds
sprays,hand sanitiser,,Butyl rubber gloves,R100 mask
ppe kits,,,,
hand sanitiser,,N95 mask,,Nirmatrelvir with Ritonavir 
red wine,sprays,face shield,,Remdesivir (Veklury)
caps and hairnets,ppe kits,thermometers,disinfectant,Molnupiravir
shoe covers,hand sanitiser,,ppe kits,Surgical mask
N95 mask,fabric mask,ppe kits,hand gloves,Fabric mask
hand gloves,,,,Azithromycin
caps and hairnets,thermometers,Zincovit,Fingertip pulse oximeter,Hydroxycloroquine
disinfectant,,Remdesivir (Veklury),,Montera-Lx
water bottle,Montera-Lx,,hand sanitiser,Chloroquine
Surgical mask,red wine,,Full-body suits,Nafamostat
N95 mask,hand gloves,,,Famotidine
N95 mask,,,,Umifenovir
N95 mask,,,,Ivermectin
Vitamin C,hand sanitiser,sprays,,Corticosteroids
Chloroquine,hand sanitiser,,,Tocilizumab
ppe kits,disinfectant,Chloroquine,,Clorox Healthcare Bleach Germicidal Wipes
Azithromycin,,Surgical mask,,Sani-Cloth Plus Germicidal Disposable Wipes
Surgical mask,Fingertip pulse oximeter,protein bar,,PDI Super Sani-Cloth Germicidal Disposable Wipes
caps and hairnets,hand sanitiser,AstraZeneca COVID-19,Covishield ,Digital thermometers
disinfectant,ppe kits,disinfectant,,CaviWipes
caps and hairnets,Azithromycin,shoe covers,butter,Lysol Disinfectant Spray
fabric mask,hand sanitiser,Covishield ,Full-body suits,Clorox Healthcare Bleach Germicidal Spray
thermometers,Azithromycin,,Vitamin D,Purell Healthcare Surface Disinfectant Spray
Surgical mask,Zincovit,ppe kits,face shield,Oxivir Tb Spray
ppe kits,,Chloroquine,,Sporicidin Disinfectant Solution Spray
Surgical mask,thermometers,N95 mask,hand gloves,Fluvoxamine
fabric mask,shoe covers,hand sanitiser,,Bevacizumab
Covishield ,french wine,face shield,,KN95 mask
disinfectant,Montera-Lx,,ppe kits,Pfizer-BioNTech 
Zincovit,AstraZeneca COVID-19,,Moderna ,Moderna 
caps and hairnets,,Surgical mask,,Johnson & Johnson (Janssen) 
fabric mask,,N95 mask,,AAstraZeneca COVID-28aZeneca COVID-20
Isolation gowns,red wine,Full-body suits,ppe kits,Sinovac 
face shield,N95 mask,water bottle,Booster vaccine,Covishield 
Surgical mask,Surgical mask,N95 mask,Moderna ,Covaxin 
caps and hairnets,Fingertip pulse oximeter,Surgical mask,,Sputnik V  
Zincovit,almonds,Butyl rubber gloves,cereals,Sinopharm 
Booster vaccine,disinfectant,AstraZeneca COVID-19,face shield,Latex gloves
fabric mask,Surgical mask,ppe kits,yogurt Fingertip pulse oximeter,Nitrile gloves
Fingertip pulse oximeter,hand sanitiser,,Vitamin C,Vinyl gloves
disinfectant,Surgical mask,yogurt Fingertip pulse oximeter,water bottle,Polyethylene gloves
Montera-Lx,water bottle,Surgical mask,,Neoprene gloves
Surgical mask,Zincovit,ppe kits,,Isolation gowns
protein bar,hand sanitiser,,almonds,Surgical masks
ppe kits,N95 mask,,,N95 respirators
mayonnaise,,,,Face shields
face shield,eggplant,oatmeal,,Shoe covers
N95 mask,,almonds,,Caps and hairnets
N95 mask,bug spray,,sandwich,Full-body suits
Covishield ,Covishield ,sN95 maskpoo,ppe kits,Butyl rubber gloves
Zincovit,,Zincovit,,Purell Advanced Hand Sanitizer
Surgical mask,butter,rice,,Germ-X Original Hand Sanitizer
Isolation gowns,whole wheat Digital thermometerssta,disinfectant,ppe kits,Equate Hand Sanitizer
hand sanitiser,Butyl rubber gloves,face shield,N95 mask,Bath and Body Works Pocketbac Hand Sanitizer
ppe kits,butter,N95 mask ,hand gloves,Babyganics Alcohol-Free Foaming Hand Sanitizer
caps and hairnets,Covishield ,Surgical mask,chutney,Medex Hand Sanitizer
face shield,hand gloves,Chloroquine,sprays,EO Hand Sanitizer Spray
Surgical mask,Booster vaccine,almonds,ppe kits,ArtNaturals Hand Sanitizer Gel
disinfectant,Polyethylene gloves,,water bottle,Megababe Squeaky Clean Hand Sanitizer
caps and hairnets,Covishield ,disinfectant,cereals,NxN Unscented Hand Sanitizer Gel.
ppe kits,light mayo,water bottle,,R99 mask
Surgical mask,Zincovit,disinfectant,,R100 mask
ppe kits,hand gloves,,,N95 mask
disinfectant,Fingertip pulse oximeter,hand sanitiser,Polyethylene gloves,N99 mask
N95 mask,,Surgical mask,,N100 mask
fabric mask,Zincovit,hand sanitiser,Surgical mask,P95 mask
fabric mask,Zincovit,Surgical mask,disinfectant,P99 mask
butter,caps and hairnets,N95 mask ,face shield,P100 mask
ppe kits,hand sanitiser,,Covishield ,R95 mask
sprays,green grapes,,Chloroquine,R99 mask
face shield,Chloroquine,,,Sodium hypochlorite
Full-body suits,,,,Hydrogen peroxide
ppe kits,energy drink,,,Isopropyl alcohol
ppe kits,energy drink,,,Vitamin C
Moderna ,sprays,,,Vitamin D
ppe kits,,,,Vitamin E
ppe kits,ppe kits,,,Vitamin B0
shoe covers,,,,Vitamin B6
Azithromycin,water bottle,face shield,,Vitamin A
disinfectant,,,,Folic Acid
Fingertip pulse oximeter,Covishield ,,almonds,Calcium with Vitamin D
thermometers,hand gloves,Fingertip pulse oximeter,,Iron with Vitamin C
Zincovit,,Montera-Lx,,Fingertip pulse oximeter
cider,ppe kits,disinfectant,water bottle,Handheld pulse oximeter
N95 mask,Booster vaccine,ppe kits,ppe kits,Wrist-worn pulse oximeter
N95 mask,ppe kits,toothDigital thermometersste,Chloroquine,Tabletop pulse oximeter
Surgical mask,cider,shoe covers,hand gloves,Pediatric pulse oximeter
N95 mask,sprays,hand sanitiser,,Earlobe pulse oximeter
Zincovit,face shield,shoe covers,Moderna,Forehead pulse oximeter
caps and hairnets,Zincovit,hand sanitiser,Surgical mask,Zinc with Vitamin C
Zincovit,Surgical mask,shoe covers,R100 mask,Digital thermometers
Zincovit,Digital thermometersrmesan Sinopharm ,,AstraZeneca COVID-19,Infrared thermometers
fabric mask,ppe kits,R100 mask,,Mercury thermometers
disinfectant,,Remdesivir (Veklury),,Basal thermometers
sprays,shoe covers,,,Ear thermometers
fabric mask,Zincovit,hand sanitiser,Polyethylene gloves,Disposable thermometers
N95 mask,,Covishield ,,Chemical thermometers
caps and hairnets,Montera-Lx,hand gloves,Surgical mask,Galileo thermometers
fabric mask,Surgical mask,gums,face shield,Bimetallic thermometers
Zincovit,ppe kits,Montera-Lx,asDigital thermometersragus,Resistance temperature detectors (RTDs)
N95 mask,N95 mask,light P95 mask,,Quaternary ammonium compounds
face shield,N95 mask,,face shield,Chlorine dioxide
caps and hairnets,Fingertip pulse oximeter,barbecue sauce,N95 mask,Peracetic acid
shoe covers,,,,Phenolic compounds
Digital thermometersrmesan Sinopharm ,ppe kits,,,R100 mask
Moderna ,,,,
Covishield ,hand gloves,mint,,Nirmatrelvir with Ritonavir 
disinfectant,ppe kits,zucCaviWipesni,,Remdesivir (Veklury)
fabric mask,shoe covers,hand gloves,,Molnupiravir
hand sanitiser,Vitamin C,,,Surgical mask
AstraZeneca COVID-19,ppe kits,disinfectant,sprays,Fabric mask
sprays,,,,Azithromycin
water bottle,Moderna ,,,Hydroxycloroquine
whole wheat Digital thermometerssta,,Surgical mask,,Montera-Lx
Isolation gowns,,ppe kits,,Chloroquine
Isolation gowns,hand sanitiser,Surgical mask,Full-body suits,Nafamostat
disinfectant,N95 mask,N95 mask,gums,Famotidine
burger sauce,Zincovit,,thermometers,Umifenovir
ppe kits,hand sanitiser,energy drink,flax seed,Ivermectin
Surgical mask,oil,,shoe covers,Corticosteroids
Isolation gowns,hand gloves,Surgical mask,disinfectant,Tocilizumab
ppe kits,,,KN95 mask,Clorox Healthcare Bleach Germicidal Wipes
Digital thermometersrmesan Sinopharm ,Montera-Lx,soda,,Sani-Cloth Plus Germicidal Disposable Wipes
caps and hairnets,Chloroquine,Full-body suits,,PDI Super Sani-Cloth Germicidal Disposable Wipes
Montera-Lx,hand sanitiser,N95 mask,pet food,Digital thermometers
Zincovit,Azithromycin,light P95 mask,Vitamin C,CaviWipes
N95 mask,Montera-Lx,ppe kits,face shield,Lysol Disinfectant Spray
hand sanitiser,hand sanitiser,tea,,Clorox Healthcare Bleach Germicidal Spray
disinfectant,Surgical mask,Zincovit,,Purell Healthcare Surface Disinfectant Spray
hand sanitiser,Vitamin C,N95 mask,thermometers,Oxivir Tb Spray
Covishield ,caps and hairnets,,hand sanitiser,Sporicidin Disinfectant Solution Spray
fabric mask,Surgical mask,hand sanitiser,shoe covers,Fluvoxamine
sprays,,AstraZeneca COVID-28awberries,,Bevacizumab
disinfectant,Zincovit,Azithromycin,,KN95 mask
N95 mask,R100 mask,AstraZeneca COVID-19,,Pfizer-BioNTech 
N95 mask,disinfectant,hand gloves,whole wheat Digital thermometerssta,Moderna 
Surgical mask,Surgical mask,,face shield,Johnson & Johnson (Janssen) 
sprays,ppe kits,,energy drink,AAstraZeneca COVID-28aZeneca COVID-21
disinfectant,AstraZeneca COVID-19,ppe kits,,Sinovac 
ppe kits,,Chloroquine,,Covishield 
antioxydant Polyethylene gloves,butter,,water bottle,Covaxin 
Montera-Lx,mushroom P95 mask sauce,hand gloves,,Sputnik V  
Fingertip pulse oximeter,disinfectant,,,Sinopharm 
caps and hairnets,hand sanitiser,Surgical mask,water bottle,Latex gloves
disinfectant,,Surgical mask,,Nitrile gloves
green grapes,red wine,,thermometers,Vinyl gloves
Azithromycin,Digital thermometersrmesan Sinopharm ,Digital thermometersrmesan Sinopharm ,Full-body suits,Polyethylene gloves
Montera-Lx,gums,face shield,,Neoprene gloves
shoe covers,N95 mask,,face shield,Isolation gowns
caps and hairnets,Surgical mask,,ppe kits,Surgical masks
Montera-Lx,,disinfectant,,N95 respirators
whole wheat Digital thermometerssta,sprays,Full-body suits,,Face shields
red wine,Surgical mask,,water bottle,Shoe covers
N95 mask,hand sanitiser,ppe kits,butter,Caps and hairnets
caps and hairnets,,Moderna ,,Full-body suits
caps and hairnets,Surgical mask,nonfat face shield,gums,Butyl rubber gloves
hand gloves,Isolation gowns,,N95 mask,Purell Advanced Hand Sanitizer
disinfectant,fabric mask,,N95 mask,Germ-X Original Hand Sanitizer
Zincovit,Chloroquine,KN95 mask,,Equate Hand Sanitizer
Surgical mask,,disinfectant,,Bath and Body Works Pocketbac Hand Sanitizer
Isolation gowns,Surgical mask,disinfectant,Butyl rubber gloves,Babyganics Alcohol-Free Foaming Hand Sanitizer
Surgical mask,Fingertip pulse oximeter,,Chloroquine,Medex Hand Sanitizer
shoe covers,Surgical mask,,Covishield ,EO Hand Sanitizer Spray
Isolation gowns,AstraZeneca COVID-28awberries,butter,,ArtNaturals Hand Sanitizer Gel
Montera-Lx,,,,Megababe Squeaky Clean Hand Sanitizer
sprays,Digital thermometersrmesan Sinopharm ,,Butyl rubber gloves,NxN Unscented Hand Sanitizer Gel.
Montera-Lx,mint,face shield,,R99 mask
N95 mask,,ppe kits,,R100 mask
Zincovit,AstraZeneca COVID-19,hand sanitiser,Vitamin C,N95 mask
Azithromycin,Covishield ,Surgical mask,Chloroquine,N99 mask
N95 mask,Montera-Lx,N95 mask,Surgical mask,N100 mask
Vitamin C,Digital thermometersrmesan Sinopharm ,ppe kits,ppe kits,P95 mask
Azithromycin,Zincovit,Surgical mask,Booster vaccine,P99 mask
energy drink,cider,,,P100 mask
N95 mask,Remdesivir (Veklury),Surgical mask,disinfectant,R95 mask
Azithromycin,,Booster vaccine,,R99 mask
caps and hairnets,hand sanitiser,N95 mask,Moderna ,Sodium hypochlorite
Azithromycin,N95 mask,,,Hydrogen peroxide
caps and hairnets,Zincovit,hand sanitiser,Montera-Lx,Isopropyl alcohol
Azithromycin,Surgical mask,Surgical mask,,Vitamin C
fabric mask,Montera-Lx,,Covishield ,Vitamin D
Chloroquine,Zincovit,,Covishield ,Vitamin E
Surgical mask,thermometers,,,Vitamin B12
face shield,,,,Vitamin B18
disinfectant,face shield,,,Vitamin A
whole wheat Digital thermometerssta,,Full-body suits,,Folic Acid
N95 mask,,ppe kits,,Calcium with Vitamin D
caps and hairnets,Surgical mask,,thermometers,Iron with Vitamin C
Azithromycin,Surgical mask,N95 mask,Fingertip pulse oximeter,Fingertip pulse oximeter
Surgical mask,hand gloves,KN95 mask,,Handheld pulse oximeter
hand sanitiser,hand sanitiser,,Surgical mask,Wrist-worn pulse oximeter
Zincovit,face shield,,water bottle,Tabletop pulse oximeter
hand sanitiser,Full-body suits,Covishield ,,Pediatric pulse oximeter
N95 mask,hand sanitiser,Montera-Lx,,Earlobe pulse oximeter
water bottle,Surgical mask,,KN95 mask,Forehead pulse oximeter
fabric mask,whole wheat Digital thermometerssta,hand sanitiser,Surgical mask,Zinc with Vitamin C
N95 mask,,Full-body suits,,Digital thermometers
whole wheat Digital thermometerssta,Isolation gowns,Full-body suits,nonfat face shield,Infrared thermometers
N95 mask,Montera-Lx,,Moderna ,Mercury thermometers
Full-body suits,Surgical mask,,N95 mask,Basal thermometers
Zincovit,Moderna,shoe covers,,Ear thermometers
Zincovit,,Montera-Lx,,Disposable thermometers
N95 mask,Montera-Lx,,thermometers,Chemical thermometers
Vitamin C,N95 mask,,Remdesivir (Veklury),Galileo thermometers
caps and hairnets,carrots,Zincovit,,Bimetallic thermometers
whole wheat Digital thermometerssta,,antioxydant Polyethylene gloves,,Resistance temperature detectors (RTDs)
disinfectant,fabric mask,AstraZeneca COVID-28awberries,Montera-Lx,Quaternary ammonium compounds
fabric mask,KN95 mask,Azithromycin,mint water bottle,Chlorine dioxide
Surgical mask,hand gloves,thermometers,Remdesivir (Veklury),Peracetic acid
disinfectant,disinfectant,,whole wheat Digital thermometerssta,Phenolic compounds
caps and hairnets,butter,N95 mask,hand gloves,R100 mask
fabric mask,ppe kits,yogurt Fingertip pulse oximeter,,
fabric mask,Azithromycin,Azithromycin,ppe kits,Nirmatrelvir with Ritonavir 
Zincovit,ppe kits,Surgical mask,,Remdesivir (Veklury)
N95 mask ,disinfectant,,N95 mask,Molnupiravir
Vitamin C,Montera-Lx,,Vitamin C,Surgical mask
whole wheat Digital thermometerssta,,,,Fabric mask
face shield,Polyethylene gloves,water bottle,,Azithromycin
Isolation gowns,Full-body suits,,,Hydroxycloroquine
shoe covers,Moderna ,,,Montera-Lx
Covishield ,Zincovit,face shield,,Chloroquine
Zincovit,water bottle,sprays,,Nafamostat
Isolation gowns,AstraZeneca COVID-19,Full-body suits,almonds,Famotidine
Covaxin,pet food,,,Umifenovir
Digital thermometersrmesan Sinopharm ,whole wheat Digital thermometerssta,fromage blanc,Moderna ,Ivermectin
bramble,,,,Corticosteroids
Montera-Lx,Surgical mask,face shield,ppe kits,Tocilizumab
disinfectant,zucCaviWipesni,butter,,Clorox Healthcare Bleach Germicidal Wipes
disinfectant,Zincovit,bug spray,ppe kits,Sani-Cloth Plus Germicidal Disposable Wipes
sprays,red wine,,hand gloves,PDI Super Sani-Cloth Germicidal Disposable Wipes
hand sanitiser,hand sanitiser,N95 mask,,Digital thermometers
disinfectant,,Surgical mask,,CaviWipes
hand sanitiser,Surgical mask,,ppe kits,Lysol Disinfectant Spray
N95 mask,Isolation gowns,,KN95 mask,Clorox Healthcare Bleach Germicidal Spray
Surgical mask,Moderna,Chloroquine,,Purell Healthcare Surface Disinfectant Spray
Zincovit,Surgical mask,whole wheat Digital thermometerssta,,Oxivir Tb Spray
fabric mask,body spray,ppe kits,,Sporicidin Disinfectant Solution Spray
Surgical mask,red wine,thermometers,Fingertip pulse oximeter,Fluvoxamine
ppe kits,Digital thermometersrmesan Sinopharm ,,hand gloves,Bevacizumab
Azithromycin,ppe kits,Booster vaccine,,KN95 mask
Surgical mask,hand gloves,thermometers,,Pfizer-BioNTech 
Fingertip pulse oximeter,N95 mask,shoe covers,hand sanitiser,Moderna 
N95 mask,almonds,Surgical mask,disinfectant,Johnson & Johnson (Janssen) 
almonds,hand gloves,Chloroquine,,AAstraZeneca COVID-28aZeneca COVID-22
hand gloves,hand sanitiser,,face shield,Sinovac 
Vitamin D,Fingertip pulse oximeter,,,Covishield 
Surgical mask,,Vitamin C,,Covaxin 
Montera-Lx,,,,Sputnik V  
hand gloves,Covishield ,water bottle,light P95 mask,Sinopharm 
Covishield ,Full-body suits,N95 mask,,Latex gloves
disinfectant,sprays,N95 mask ,,Nitrile gloves
N95 mask,blueberries,,disinfectant,Vinyl gloves
N95 mask,hand gloves,KN95 mask,shoe covers,Polyethylene gloves
disinfectant,mint,Digital thermometersrmesan Sinopharm ,,Neoprene gloves
Isolation gowns,Montera-Lx,butter,disinfectant,Isolation gowns
Moderna ,Zincovit,hand gloves,face shield,Surgical masks
fabric mask,Azithromycin,hand gloves,Butyl rubber gloves,N95 respirators
fabric mask,ppe kits,Surgical mask,Moderna,Face shields
Montera-Lx,ppe kits,disinfectant,,Shoe covers
Surgical mask,Azithromycin,,face shield,Caps and hairnets
caps and hairnets,Surgical mask,hand sanitiser,face shield,Full-body suits
hand gloves,Vitamin C,,,Butyl rubber gloves
hand gloves,Montera-Lx,,face shield,Purell Advanced Hand Sanitizer
caps and hairnets,water bottle,,,Germ-X Original Hand Sanitizer
whole wheat Digital thermometerssta,shoe covers,Full-body suits,,Equate Hand Sanitizer
sprays,Surgical Mask,,,Bath and Body Works Pocketbac Hand Sanitizer
caps and hairnets,Surgical mask,Covaxin,carrots,Babyganics Alcohol-Free Foaming Hand Sanitizer
caps and hairnets,,Surgical mask,,Medex Hand Sanitizer
caps and hairnets,Isolation gowns,,green beans,EO Hand Sanitizer Spray
Chloroquine,red wine,,disinfectant,ArtNaturals Hand Sanitizer Gel
nonfat face shield,ppe kits,,,Megababe Squeaky Clean Hand Sanitizer
N95 mask,,,,NxN Unscented Hand Sanitizer Gel.
Zincovit,Chloroquine,whole wheat Digital thermometerssta,,R99 mask
yogurt Fingertip pulse oximeter,Chloroquine,,,R100 mask
sandwich,Digital thermometersrmesan Sinopharm ,,Surgical mask,N95 mask
Azithromycin,mint,water bottle,,N99 mask
Zincovit,salt,shoe covers,,N100 mask
Surgical mask,Remdesivir (Veklury),protein bar,,P95 mask
